,business_id,business_postal_code,business_latitude,business_longitude,inspection_score,violation_id,violation_description,Neighborhoods (old),Police Districts,Supervisor Districts,Zip Codes,Analysis Neighborhoods,year,month,day
39279,62765,94121.0,37.779984000000006,-122.485229,83.0,103103.0,3.0,26.0,6.0,2.0,55.0,29.0,2016,11,16
39282,45,94110.0,37.747114,-122.413641,88.0,103131.0,1.0,2.0,7.0,7.0,28859.0,2.0,2017,3,7
39283,2836,94133.0,37.808240000000005,-122.41018899999999,92.0,103145.0,3.0,23.0,1.0,10.0,308.0,23.0,2018,6,12
39285,30532,94124.0,37.730959000000006,-122.39193999999999,78.0,103156.0,2.0,1.0,3.0,8.0,58.0,1.0,2018,7,31
39287,39606,94110.0,37.763228000000005,-122.415135,92.0,103129.0,4.0,19.0,4.0,7.0,28859.0,20.0,2017,12,13
39288,3115,94133.0,37.797292,-122.40691399999999,72.0,103139.0,3.0,4.0,1.0,10.0,308.0,6.0,2017,12,6
39290,9164,94105.0,37.787227,-122.40028000000001,92.0,103139.0,3.0,6.0,2.0,9.0,28855.0,8.0,2019,5,13
39291,38307,94133.0,37.807263,-122.41722,90.0,103150.0,4.0,23.0,1.0,10.0,308.0,23.0,2017,7,11
39292,63601,94103.0,37.784163,-122.40473899999999,80.0,103119.0,4.0,34.0,2.0,9.0,28853.0,34.0,2016,10,7
39293,35659,94111.0,37.791984,-122.399754,81.0,103124.0,1.0,6.0,1.0,10.0,28854.0,8.0,2018,10,15
39294,39606,94110.0,37.763228000000005,-122.415135,92.0,103139.0,3.0,19.0,4.0,7.0,28859.0,20.0,2017,12,13
39295,6860,94109.0,37.799006,-122.41898700000002,92.0,103129.0,4.0,32.0,1.0,10.0,28858.0,32.0,2017,12,14
39296,5180,94131.0,37.74385,-122.42673899999998,94.0,103157.0,2.0,22.0,7.0,5.0,63.0,22.0,2018,2,5
39297,3392,94118.0,37.782103,-122.449132,94.0,103156.0,2.0,16.0,6.0,2.0,54.0,18.0,2016,10,17
39298,2807,94109.0,37.806153,-122.420474,81.0,103124.0,1.0,32.0,1.0,1.0,28858.0,32.0,2019,1,18
39299,3262,94132.0,37.731781,-122.47358999999999,77.0,103103.0,3.0,40.0,8.0,4.0,64.0,41.0,2018,5,7
39300,7206,94114.0,37.759392999999996,-122.43283899999999,96.0,103119.0,4.0,3.0,4.0,5.0,28862.0,5.0,2017,10,3
39301,2758,94115.0,37.788183000000004,-122.446757,90.0,103131.0,1.0,31.0,6.0,1.0,29490.0,31.0,2019,5,8
39302,1090,94111.0,37.795614,-122.403104,74.0,103157.0,2.0,4.0,1.0,10.0,28860.0,6.0,2017,5,4
39304,2358,94110.0,37.751687,-122.41845500000001,87.0,103105.0,3.0,19.0,4.0,7.0,28859.0,20.0,2018,1,11
39307,35852,94133.0,37.807358,-122.41529399999999,86.0,103142.0,1.0,23.0,1.0,10.0,308.0,23.0,2018,2,5
39308,66704,94110.0,37.759824,-122.41913600000001,85.0,103119.0,4.0,19.0,4.0,7.0,28859.0,20.0,2016,11,1
39309,2555,94123.0,37.797578,-122.43188300000001,92.0,103158.0,2.0,17.0,9.0,1.0,57.0,13.0,2018,5,7
39312,70914,94133.0,37.804303000000004,-122.41336399999999,80.0,103119.0,4.0,23.0,1.0,10.0,308.0,23.0,2018,8,20
39314,67567,94116.0,37.742678000000005,-122.484682,92.0,103142.0,1.0,35.0,8.0,3.0,29491.0,35.0,2018,2,28
39315,63082,94123.0,37.797933,-122.428627,78.0,103103.0,3.0,17.0,9.0,1.0,57.0,13.0,2017,8,24
39316,67564,94109.0,37.787690999999995,-122.41371699999999,59.0,103114.0,1.0,21.0,1.0,10.0,28858.0,21.0,2016,11,8
39317,393,94112.0,37.719691999999995,-122.438575,81.0,103145.0,3.0,5.0,7.0,6.0,28861.0,7.0,2018,6,19
39320,2337,94110.0,37.752308,-122.41788100000001,92.0,103124.0,1.0,19.0,4.0,7.0,28859.0,20.0,2019,5,9
39321,2447,94110.0,37.76356,-122.419582,90.0,103118.0,1.0,19.0,4.0,7.0,28859.0,20.0,2018,2,12
39322,3280,94115.0,37.788307,-122.43366699999999,82.0,103162.0,1.0,27.0,9.0,1.0,29490.0,30.0,2018,1,29
39324,3626,94110.0,37.753823,-122.420786,90.0,103161.0,1.0,19.0,4.0,7.0,28859.0,20.0,2018,5,29
39325,34186,94109.0,37.786528000000004,-122.41506399999999,86.0,103150.0,4.0,36.0,1.0,9.0,28858.0,36.0,2017,6,28
39326,3151,94133.0,37.796808,-122.40796399999999,76.0,103154.0,1.0,4.0,1.0,10.0,308.0,6.0,2017,11,30
39327,2347,94110.0,37.759567,-122.41918500000001,86.0,103149.0,1.0,19.0,4.0,7.0,28859.0,20.0,2018,11,7
39328,1734,94109.0,37.785182,-122.417409,70.0,103131.0,1.0,36.0,10.0,9.0,28858.0,36.0,2019,2,26
39330,703,94109.0,37.784193,-122.41796699999999,73.0,103124.0,1.0,36.0,9.0,9.0,28858.0,36.0,2018,4,17
39331,3738,94118.0,37.777299,-122.463353,91.0,103103.0,3.0,11.0,6.0,2.0,54.0,11.0,2017,8,21
39332,34910,94109.0,37.785121000000004,-122.417854,92.0,103133.0,1.0,36.0,9.0,9.0,28858.0,36.0,2018,3,6
39333,3674,94109.0,37.789457,-122.42203400000001,92.0,103120.0,3.0,21.0,9.0,10.0,28858.0,21.0,2016,10,14
39335,34585,94122.0,37.762174,-122.46580900000001,86.0,103120.0,3.0,12.0,8.0,11.0,56.0,14.0,2018,2,8
39336,32919,94109.0,37.783559000000004,-122.41595,75.0,103120.0,3.0,36.0,10.0,9.0,28858.0,36.0,2017,2,28
39339,36861,94102.0,37.777673,-122.42408700000001,91.0,103154.0,1.0,10.0,9.0,11.0,28852.0,9.0,2017,12,19
39340,6521,94107.0,37.754882,-122.39878999999999,92.0,103139.0,3.0,29.0,3.0,8.0,28856.0,26.0,2017,12,19
39341,3948,94103.0,37.78355,-122.40535600000001,92.0,103120.0,3.0,34.0,2.0,9.0,28853.0,34.0,2018,3,8
39342,24025,94115.0,37.785183,-122.43269699999999,90.0,103129.0,4.0,13.0,9.0,11.0,29490.0,15.0,2018,8,17
39344,5975,94122.0,37.764408,-122.461978,98.0,103161.0,1.0,12.0,5.0,11.0,56.0,14.0,2018,2,6
39345,2326,94103.0,37.765122999999996,-122.417919,68.0,103132.0,3.0,19.0,4.0,7.0,28859.0,20.0,2019,2,25
39346,542,94118.0,37.782799,-122.46785200000001,84.0,103120.0,3.0,11.0,6.0,2.0,54.0,11.0,2019,1,31
39347,63755,94133.0,37.808240000000005,-122.41018899999999,86.0,103144.0,2.0,23.0,1.0,10.0,308.0,23.0,2018,7,17
39349,61187,94124.0,37.746322,-122.39679299999999,92.0,103144.0,2.0,1.0,3.0,8.0,58.0,1.0,2019,3,7
39350,35852,94133.0,37.807358,-122.41529399999999,90.0,103119.0,4.0,23.0,1.0,10.0,308.0,23.0,2017,8,1
39352,4231,94117.0,37.772194,-122.437154,92.0,103177.0,3.0,9.0,5.0,11.0,29492.0,3.0,2018,6,18
39353,70838,94127.0,37.739222999999996,-122.46766000000001,81.0,103105.0,3.0,40.0,8.0,4.0,59.0,41.0,2018,1,11
39354,7748,94124.0,37.730164,-122.39911399999998,90.0,103154.0,1.0,1.0,3.0,8.0,58.0,1.0,2017,1,25
39355,25301,94103.0,37.784403999999995,-122.401339,81.0,103157.0,2.0,6.0,2.0,9.0,28853.0,8.0,2016,12,21
39356,3072,94107.0,37.779522,-122.398104,90.0,103131.0,1.0,34.0,2.0,9.0,28856.0,34.0,2018,2,8
39357,33591,94122.0,37.754218,-122.477102,87.0,103154.0,1.0,35.0,8.0,3.0,56.0,35.0,2018,1,16
39358,4868,94102.0,37.776524,-122.42560700000001,90.0,103144.0,2.0,10.0,9.0,11.0,28852.0,9.0,2017,7,6
39359,2709,94123.0,37.799684,-122.437106,84.0,103133.0,1.0,17.0,9.0,1.0,57.0,13.0,2018,5,1
39360,2659,94110.0,37.739048,-122.41601899999999,83.0,103177.0,3.0,2.0,7.0,7.0,28859.0,2.0,2019,4,16
39361,2279,94121.0,37.780353000000005,-122.477399,92.0,103124.0,1.0,26.0,6.0,2.0,55.0,29.0,2018,6,22
39363,33920,94102.0,37.780989,-122.41368600000001,70.0,103133.0,1.0,36.0,10.0,9.0,28852.0,36.0,2018,2,22
39366,61206,94117.0,37.771782,-122.433435,84.0,103131.0,1.0,9.0,5.0,11.0,29492.0,3.0,2018,10,1
39367,35786,94132.0,37.723054,-122.48361200000001,94.0,103154.0,1.0,14.0,8.0,4.0,64.0,16.0,2017,11,28
39370,1103,94114.0,37.760938,-122.434692,98.0,103161.0,1.0,3.0,4.0,5.0,28862.0,5.0,2016,11,29
39371,7488,94121.0,37.774248,-122.510043,86.0,103120.0,3.0,26.0,6.0,2.0,55.0,29.0,2019,4,16
39372,32654,94103.0,37.765553000000004,-122.410779,77.0,103109.0,1.0,19.0,4.0,7.0,28859.0,20.0,2019,1,9
39374,1232,94102.0,37.786316,-122.409371,94.0,103154.0,1.0,36.0,10.0,10.0,28852.0,36.0,2017,10,23
39375,1347,94117.0,37.765778000000005,-122.45018400000001,92.0,103138.0,3.0,9.0,5.0,11.0,29492.0,3.0,2018,11,6
39376,13623,94105.0,37.786803000000006,-122.399681,83.0,103138.0,3.0,6.0,2.0,9.0,28855.0,8.0,2019,1,10
39377,69489,94111.0,37.794643,-122.401395,89.0,103120.0,3.0,4.0,1.0,10.0,28860.0,6.0,2017,9,12
39378,1978,94121.0,37.775878000000006,-122.494382,80.0,103142.0,1.0,26.0,6.0,2.0,55.0,29.0,2016,10,17
39379,7755,94122.0,37.763448,-122.46634399999999,92.0,103162.0,1.0,12.0,8.0,11.0,56.0,14.0,2017,8,16
39380,36745,94103.0,37.773447,-122.418123,71.0,103102.0,1.0,19.0,2.0,9.0,28853.0,20.0,2017,8,3
39381,16441,94134.0,37.728718,-122.404101,74.0,103102.0,1.0,28.0,3.0,7.0,309.0,25.0,2017,11,20
39382,66336,94114.0,37.760892999999996,-122.434459,85.0,103114.0,1.0,3.0,4.0,5.0,28862.0,5.0,2018,3,21
39384,31568,94102.0,37.786709,-122.413068,81.0,103161.0,1.0,36.0,1.0,9.0,28852.0,36.0,2019,2,27
39385,69595,94102.0,37.775379,-122.42013600000001,87.0,103124.0,1.0,10.0,9.0,11.0,28852.0,9.0,2017,4,28
39386,6948,94133.0,37.797018,-122.40621200000001,92.0,103133.0,1.0,4.0,1.0,10.0,308.0,6.0,2017,4,11
39387,2234,94108.0,37.795118,-122.40708300000001,83.0,103144.0,2.0,4.0,1.0,10.0,28857.0,6.0,2017,11,29
39388,5033,94131.0,37.734619,-122.432379,86.0,103156.0,2.0,7.0,7.0,5.0,63.0,10.0,2017,1,4
39390,63773,94111.0,37.79407,-122.401269,80.0,103103.0,3.0,4.0,1.0,10.0,28860.0,6.0,2019,3,11
39392,7216,94112.0,37.724489,-122.43502600000001,76.0,103116.0,3.0,25.0,7.0,6.0,28861.0,28.0,2017,5,2
39393,2589,94102.0,37.786363,-122.40835700000001,96.0,103139.0,3.0,36.0,10.0,10.0,28852.0,36.0,2017,10,23
39394,6863,94109.0,37.795273,-122.42166499999999,92.0,103120.0,3.0,32.0,9.0,10.0,28858.0,32.0,2018,7,30
39396,5268,94103.0,37.785643,-122.401192,94.0,103154.0,1.0,6.0,2.0,9.0,28853.0,8.0,2017,3,20
39397,36571,94121.0,37.781558000000004,-122.493393,85.0,103129.0,4.0,26.0,6.0,2.0,55.0,29.0,2017,8,18
39398,7661,94110.0,37.757578,-122.41039199999999,83.0,103131.0,1.0,19.0,4.0,7.0,28859.0,20.0,2017,11,27
39399,69244,94107.0,37.780975,-122.402612,88.0,103124.0,1.0,34.0,2.0,9.0,28853.0,34.0,2018,12,7
39400,7534,94105.0,37.792037,-122.397852,96.0,103152.0,1.0,6.0,2.0,9.0,28855.0,8.0,2017,12,7
39401,65831,94118.0,37.778382,-122.462787,77.0,103142.0,1.0,11.0,6.0,2.0,54.0,11.0,2017,7,26
39403,37038,94103.0,37.764693,-122.403699,94.0,103149.0,1.0,29.0,3.0,8.0,28856.0,26.0,2017,1,31
39404,5552,94132.0,37.73017,-122.50253500000001,90.0,103120.0,3.0,14.0,8.0,4.0,64.0,16.0,2017,8,15
39406,10332,94103.0,37.776384,-122.41168400000001,79.0,103156.0,2.0,34.0,2.0,9.0,28853.0,34.0,2017,10,2
39407,38072,94121.0,37.783984000000004,-122.48196899999999,86.0,103119.0,4.0,26.0,6.0,2.0,55.0,29.0,2019,4,30
39410,62069,94124.0,37.737719,-122.389559,92.0,103157.0,2.0,1.0,3.0,8.0,58.0,1.0,2018,9,19
39411,65549,94131.0,37.742064,-122.42661799999999,96.0,103153.0,3.0,7.0,7.0,5.0,63.0,10.0,2017,5,18
39412,63016,94114.0,37.748474,-122.429286,93.0,103112.0,4.0,22.0,4.0,5.0,28862.0,22.0,2018,5,24
39414,619,94112.0,37.724824,-122.460726,86.0,103121.0,3.0,24.0,8.0,4.0,28861.0,24.0,2017,1,18
39415,66874,94133.0,37.79607,-122.405846,58.0,103131.0,1.0,4.0,1.0,10.0,28857.0,6.0,2017,3,15
39418,2418,94110.0,37.752968,-122.40706200000001,75.0,103147.0,4.0,19.0,4.0,7.0,28859.0,20.0,2019,3,21
39420,39052,94105.0,37.791957000000004,-122.39337900000001,90.0,103144.0,2.0,6.0,2.0,9.0,28855.0,8.0,2017,1,24
39421,7407,94103.0,37.774722,-122.40676100000002,96.0,103139.0,3.0,34.0,2.0,9.0,28853.0,34.0,2019,1,4
39422,66280,94122.0,37.764088,-122.46587199999999,96.0,103142.0,1.0,12.0,8.0,11.0,56.0,14.0,2018,2,16
39427,59331,94112.0,37.723638,-122.45227299999999,85.0,103116.0,3.0,40.0,7.0,4.0,28861.0,41.0,2019,1,30
39430,71657,94122.0,37.764188,-122.463683,70.0,103133.0,1.0,12.0,5.0,11.0,56.0,14.0,2017,10,10
39432,3206,94121.0,37.782068,-122.48443200000001,88.0,103119.0,4.0,26.0,6.0,2.0,55.0,29.0,2019,5,20
39433,5074,94132.0,37.733944,-122.49043799999998,96.0,103154.0,1.0,35.0,8.0,4.0,64.0,35.0,2018,6,14
39434,69403,94110.0,37.756698,-122.418951,87.0,103103.0,3.0,19.0,4.0,7.0,28859.0,20.0,2018,5,1
39435,70960,94102.0,37.777273,-122.423084,81.0,103103.0,3.0,10.0,9.0,11.0,28852.0,9.0,2018,6,1
39436,4671,94116.0,37.742728,-122.48156599999999,98.0,103157.0,2.0,35.0,8.0,3.0,29491.0,35.0,2018,6,4
39437,7759,94112.0,37.723086,-122.43598300000001,89.0,103103.0,3.0,5.0,7.0,6.0,28861.0,7.0,2017,3,21
39438,2109,94109.0,37.786353999999996,-122.416628,77.0,103139.0,3.0,36.0,1.0,9.0,28858.0,36.0,2017,2,15
39439,5257,94110.0,37.760295,-122.418953,87.0,103161.0,1.0,19.0,4.0,7.0,28859.0,20.0,2018,9,25
39440,2863,94114.0,37.751573,-122.429189,92.0,103124.0,1.0,22.0,4.0,5.0,28862.0,22.0,2018,5,2
39443,24431,94105.0,37.786584000000005,-122.40163899999999,92.0,103124.0,1.0,6.0,2.0,9.0,28855.0,8.0,2017,12,13
39446,7033,94122.0,37.761083,-122.49001899999999,87.0,103120.0,3.0,35.0,8.0,3.0,56.0,35.0,2017,2,8
39448,38427,94112.0,37.726040000000005,-122.433714,65.0,103120.0,3.0,5.0,7.0,6.0,28861.0,7.0,2017,10,25
39449,2659,94110.0,37.739048,-122.41601899999999,77.0,103103.0,3.0,2.0,7.0,7.0,28859.0,2.0,2018,3,27
39450,4607,94108.0,37.795594,-122.408204,84.0,103151.0,4.0,4.0,1.0,10.0,28857.0,6.0,2017,2,28
39451,3440,94111.0,37.799005,-122.39986200000001,90.0,103119.0,4.0,6.0,1.0,10.0,28860.0,8.0,2019,3,19
39452,2110,94109.0,37.786143,-122.41761699999999,81.0,103139.0,3.0,36.0,1.0,9.0,28858.0,36.0,2018,2,5
39453,70017,94109.0,37.791963,-122.42103300000001,78.0,103120.0,3.0,21.0,9.0,10.0,28858.0,21.0,2016,10,11
39454,61093,94118.0,37.783221000000005,-122.45958799999998,90.0,103124.0,1.0,11.0,6.0,2.0,54.0,11.0,2018,1,8
39455,3121,94108.0,37.790603000000004,-122.40503799999999,80.0,103124.0,1.0,6.0,1.0,10.0,28857.0,8.0,2019,2,14
39456,6654,94109.0,37.784597999999995,-122.41775700000001,74.0,103156.0,2.0,36.0,9.0,9.0,28858.0,36.0,2017,8,22
39457,6625,94122.0,37.754058,-122.481201,96.0,103157.0,2.0,35.0,8.0,3.0,56.0,35.0,2018,1,8
39458,5927,94134.0,37.729108000000004,-122.418728,92.0,103119.0,4.0,28.0,3.0,7.0,309.0,25.0,2017,2,23
39459,71510,94102.0,37.785556,-122.409438,93.0,103103.0,3.0,36.0,10.0,9.0,28852.0,36.0,2019,4,12
39460,1362,94112.0,37.726402,-122.433476,81.0,103124.0,1.0,5.0,7.0,6.0,28861.0,7.0,2018,4,26
39461,7755,94122.0,37.763448,-122.46634399999999,92.0,103154.0,1.0,12.0,8.0,11.0,56.0,14.0,2018,9,4
39462,5634,94107.0,37.778382,-122.39115100000001,98.0,103149.0,1.0,20.0,2.0,9.0,28856.0,4.0,2016,10,11
39463,2189,94112.0,37.724422,-122.43498500000001,77.0,103133.0,1.0,5.0,7.0,6.0,28861.0,7.0,2017,9,25
39465,6619,94133.0,37.795788,-122.40883400000001,73.0,103144.0,2.0,4.0,1.0,10.0,308.0,6.0,2017,1,4
39466,68173,94110.0,37.752468,-122.415332,94.0,103161.0,1.0,19.0,4.0,7.0,28859.0,20.0,2018,1,8
39467,33468,94102.0,37.776623,-122.42478700000001,84.0,103131.0,1.0,10.0,9.0,11.0,28852.0,9.0,2016,10,4
39468,7765,94112.0,37.722477000000005,-122.43448799999999,94.0,103120.0,3.0,5.0,7.0,6.0,28861.0,7.0,2017,5,19
39469,2156,94107.0,37.762367,-122.39751499999998,96.0,103157.0,2.0,29.0,3.0,8.0,28856.0,26.0,2017,1,25
39470,2898,94102.0,37.787423,-122.407417,94.0,103149.0,1.0,6.0,1.0,10.0,28852.0,8.0,2018,4,12
39471,1830,94133.0,37.801615999999996,-122.41213700000002,82.0,103131.0,1.0,4.0,1.0,10.0,308.0,6.0,2018,12,11
39472,36348,94110.0,37.762217,-122.415035,92.0,103149.0,1.0,19.0,4.0,7.0,28859.0,20.0,2017,1,12
39473,65139,94108.0,37.795004,-122.407606,79.0,103119.0,4.0,4.0,1.0,10.0,28857.0,6.0,2019,4,26
39474,670,94123.0,37.801334000000004,-122.42490500000001,75.0,103119.0,4.0,17.0,9.0,1.0,57.0,13.0,2018,10,9
39478,67564,94109.0,37.787690999999995,-122.41371699999999,67.0,103144.0,2.0,21.0,1.0,10.0,28858.0,21.0,2017,8,4
39479,7491,94110.0,37.764773,-122.41741599999999,80.0,103138.0,3.0,19.0,4.0,7.0,28859.0,20.0,2017,1,11
39480,16784,94105.0,37.792577,-122.393992,96.0,103120.0,3.0,6.0,2.0,9.0,28855.0,8.0,2017,3,31
39481,60823,94103.0,37.785207,-122.40062900000001,92.0,103133.0,1.0,6.0,2.0,9.0,28855.0,8.0,2017,11,13
39482,3690,94115.0,37.785457,-122.43031699999999,93.0,103105.0,3.0,13.0,9.0,11.0,29490.0,15.0,2019,3,11
39483,1757,94109.0,37.789784000000004,-122.420455,86.0,103142.0,1.0,21.0,9.0,10.0,28858.0,21.0,2017,9,28
39484,539,94110.0,37.760579,-122.41932,88.0,103119.0,4.0,19.0,4.0,7.0,28859.0,20.0,2019,5,16
39486,587,94127.0,37.740654,-122.46538899999999,88.0,103124.0,1.0,40.0,8.0,4.0,59.0,41.0,2018,1,31
39487,4614,94133.0,37.796973,-122.40850400000001,75.0,103119.0,4.0,4.0,1.0,10.0,308.0,6.0,2017,11,29
39488,3102,94107.0,37.781865,-122.388433,82.0,103144.0,2.0,6.0,2.0,9.0,28856.0,8.0,2018,6,5
39489,37090,94103.0,37.772008,-122.413803,71.0,103105.0,3.0,34.0,2.0,9.0,28853.0,34.0,2017,6,29
39490,63755,94133.0,37.808240000000005,-122.41018899999999,78.0,103119.0,4.0,23.0,1.0,10.0,308.0,23.0,2016,10,7
39491,6965,94133.0,37.795788,-122.40883400000001,86.0,103131.0,1.0,4.0,1.0,10.0,308.0,6.0,2018,12,19
39493,64938,94102.0,37.785861,-122.412954,79.0,103109.0,1.0,36.0,10.0,9.0,28852.0,36.0,2018,2,27
39494,3895,94133.0,37.803984,-122.415453,76.0,103103.0,3.0,23.0,1.0,10.0,308.0,23.0,2017,8,24
39495,36589,94110.0,37.749603,-122.408928,67.0,103132.0,3.0,19.0,4.0,7.0,28859.0,20.0,2018,6,4
39496,2279,94121.0,37.780353000000005,-122.477399,90.0,103145.0,3.0,26.0,6.0,2.0,55.0,29.0,2019,2,7
39497,509,94122.0,37.754090000000005,-122.478248,87.0,103114.0,1.0,35.0,8.0,3.0,56.0,35.0,2018,3,14
39498,62708,94109.0,37.789288,-122.420387,90.0,103131.0,1.0,21.0,9.0,10.0,28858.0,21.0,2017,1,4
39499,2538,94102.0,37.772163,-122.429927,73.0,103144.0,2.0,10.0,9.0,11.0,29492.0,9.0,2017,6,8
39501,62632,94103.0,37.774759,-122.404133,84.0,103133.0,1.0,34.0,2.0,9.0,28853.0,34.0,2017,1,11
39502,496,94133.0,37.798744,-122.407408,94.0,103139.0,3.0,23.0,1.0,10.0,308.0,23.0,2019,5,13
39504,1617,94118.0,37.782843,-122.4659,78.0,103144.0,2.0,11.0,6.0,2.0,54.0,11.0,2018,11,27
39505,36786,94108.0,37.790924,-122.404094,87.0,103152.0,1.0,6.0,1.0,10.0,28854.0,8.0,2019,4,4
39506,64501,94110.0,37.736323,-122.42428000000001,89.0,103114.0,1.0,2.0,7.0,7.0,28859.0,2.0,2017,5,1
39507,273,94123.0,37.800133,-122.43106399999999,83.0,103120.0,3.0,17.0,9.0,1.0,57.0,13.0,2018,3,22
39508,7537,94121.0,37.782118,-122.48319099999999,83.0,103133.0,1.0,26.0,6.0,2.0,55.0,29.0,2018,7,9
39509,5881,94108.0,37.794909000000004,-122.40411399999999,94.0,103119.0,4.0,4.0,1.0,10.0,28860.0,6.0,2019,3,7
39510,1081,94110.0,37.764744,-122.421803,88.0,103121.0,3.0,19.0,4.0,7.0,28859.0,20.0,2017,11,6
39511,17689,94105.0,37.787147999999995,-122.40082199999999,70.0,103124.0,1.0,6.0,2.0,9.0,28855.0,8.0,2017,2,16
39512,2893,94110.0,37.756417,-122.418884,88.0,103142.0,1.0,19.0,4.0,7.0,28859.0,20.0,2018,5,23
39514,68560,94122.0,37.764128,-122.46496100000002,78.0,103149.0,1.0,12.0,8.0,11.0,56.0,14.0,2019,2,7
39515,36745,94103.0,37.773447,-122.418123,71.0,103103.0,3.0,19.0,2.0,9.0,28853.0,20.0,2017,8,3
39516,2843,94109.0,37.788798,-122.41216399999999,92.0,103133.0,1.0,21.0,1.0,10.0,28858.0,21.0,2017,2,15
39517,2374,94117.0,37.775184,-122.43786399999999,80.0,103109.0,1.0,10.0,5.0,11.0,29492.0,9.0,2018,4,12
39518,58573,94110.0,37.752548,-122.413882,96.0,103154.0,1.0,19.0,4.0,7.0,28859.0,20.0,2016,10,21
39520,34505,94103.0,37.764139,-122.40254499999999,79.0,103139.0,3.0,29.0,3.0,8.0,28856.0,26.0,2017,1,23
39521,68493,94121.0,37.775705,-122.496453,81.0,103133.0,1.0,26.0,6.0,2.0,55.0,29.0,2016,10,17
39522,33700,94110.0,37.749194,-122.418116,88.0,103120.0,3.0,19.0,4.0,7.0,28859.0,20.0,2017,10,18
39523,1122,94123.0,37.800546999999995,-122.43849399999999,86.0,103131.0,1.0,17.0,9.0,1.0,57.0,13.0,2016,10,14
39524,7678,94103.0,37.765049,-122.42012199999999,90.0,103131.0,1.0,19.0,4.0,7.0,28853.0,20.0,2017,2,16
39525,4535,94133.0,37.795202,-122.413169,96.0,103156.0,2.0,21.0,1.0,10.0,28857.0,21.0,2018,1,30
39527,972,94122.0,37.753614,-122.490219,83.0,103154.0,1.0,35.0,8.0,3.0,56.0,35.0,2016,11,9
39528,3393,94103.0,37.772764,-122.41508200000001,92.0,103119.0,4.0,34.0,2.0,9.0,28853.0,34.0,2019,3,19
39529,1111,94109.0,37.783713,-122.419357,90.0,103149.0,1.0,36.0,9.0,9.0,28858.0,36.0,2017,3,2
39532,2659,94110.0,37.739048,-122.41601899999999,83.0,103138.0,3.0,2.0,7.0,7.0,28859.0,2.0,2019,4,16
39533,6619,94133.0,37.795788,-122.40883400000001,73.0,103148.0,4.0,4.0,1.0,10.0,308.0,6.0,2017,1,4
39534,4935,94109.0,37.792854,-122.416114,81.0,103127.0,3.0,21.0,1.0,10.0,28858.0,21.0,2016,10,20
39536,36687,94110.0,37.756893,-122.420849,83.0,103145.0,3.0,19.0,4.0,7.0,28859.0,20.0,2018,9,24
39537,59727,94133.0,37.808240000000005,-122.41018899999999,77.0,103154.0,1.0,23.0,1.0,10.0,308.0,23.0,2017,10,30
39538,66656,94109.0,37.790253,-122.415357,87.0,103149.0,1.0,21.0,1.0,10.0,28858.0,21.0,2016,10,27
39539,37651,94102.0,37.787168,-122.410124,96.0,103149.0,1.0,36.0,1.0,10.0,28852.0,36.0,2019,1,3
39540,2384,94117.0,37.772273999999996,-122.428997,87.0,103114.0,1.0,10.0,9.0,11.0,29492.0,9.0,2018,1,4
39541,2615,94114.0,37.760813,-122.43578899999999,90.0,103120.0,3.0,3.0,4.0,5.0,28862.0,5.0,2019,3,1
39542,5221,94115.0,37.779531,-122.43262800000001,81.0,103109.0,1.0,41.0,9.0,11.0,29490.0,39.0,2018,8,24
39543,33914,94132.0,37.711185,-122.46779,85.0,103156.0,2.0,24.0,8.0,4.0,64.0,24.0,2018,2,14
39544,3394,94103.0,37.784915000000005,-122.40483200000001,92.0,103120.0,3.0,34.0,2.0,9.0,28853.0,34.0,2016,10,31
39545,63447,94103.0,37.781843,-122.407517,88.0,103124.0,1.0,34.0,2.0,9.0,28853.0,34.0,2019,4,12
39546,903,94108.0,37.790874,-122.405634,90.0,103116.0,3.0,6.0,1.0,10.0,28857.0,8.0,2019,2,5
39547,32823,94104.0,37.789057,-122.395322,94.0,103142.0,1.0,6.0,2.0,9.0,28855.0,8.0,2017,10,24
39548,37731,94110.0,37.754698,-122.42094499999999,88.0,103149.0,1.0,19.0,4.0,5.0,28859.0,20.0,2018,3,14
39550,45,94110.0,37.747114,-122.413641,88.0,103149.0,1.0,2.0,7.0,7.0,28859.0,2.0,2018,5,29
39551,68130,94117.0,37.772748,-122.43741399999999,79.0,103157.0,2.0,9.0,5.0,11.0,29492.0,3.0,2019,5,17
39553,3122,94111.0,37.793358000000005,-122.39944299999999,79.0,103119.0,4.0,6.0,1.0,10.0,28860.0,8.0,2018,6,7
39555,3016,94108.0,37.794154,-122.404765,62.0,103124.0,1.0,4.0,1.0,10.0,28857.0,6.0,2018,5,7
39556,67448,94124.0,37.741828999999996,-122.388098,80.0,103109.0,1.0,1.0,3.0,8.0,58.0,1.0,2017,1,26
39557,59289,94121.0,37.782243,-122.479009,80.0,103147.0,4.0,26.0,6.0,2.0,55.0,29.0,2019,4,1
39558,67448,94124.0,37.741828999999996,-122.388098,75.0,103124.0,1.0,1.0,3.0,8.0,58.0,1.0,2019,4,18
39559,37390,94115.0,37.777848,-122.438123,78.0,103162.0,1.0,41.0,5.0,11.0,29490.0,39.0,2018,4,27
39560,35862,94114.0,37.751422999999996,-122.431618,94.0,103131.0,1.0,22.0,4.0,5.0,28862.0,22.0,2018,10,2
